observation_id,country_id,indicator_id,year,period_type,period,value,unit,value_status,source_id,source_name,source_url,source_reliability,source_status,last_updated,is_official_data,is_pending,is_calculated,is_manual,is_structural_sample,is_in_cross_country_comparison,is_in_five_year_change,is_in_mean_gap,is_in_ranking_change,missing_reason,calculation_method,notes
"macro:hungary:gdp_current_eur:2024","hungary","gdp_current_eur","2024","annual","2024","206156.2","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=HU&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:gdp_per_capita_eur:2024","hungary","gdp_per_capita_eur","2024","annual","2024","21509","欧元","正式数据","eurostat","Eurostat nama_10_pc / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2024&geo=HU&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:real_gdp_growth:2024","hungary","real_gdp_growth","2024","annual","2024","0.7","%","正式数据","eurostat","Eurostat nama_10_gdp / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=HU&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:hicp_inflation:2024","hungary","hicp_inflation","2024","annual","2024","3.7","%","正式数据","eurostat","Eurostat prc_hicp_aind / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2024&geo=HU&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:unemployment_rate:2024","hungary","unemployment_rate","2024","annual","2024","4.5","%","正式数据","eurostat","Eurostat une_rt_a / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2024&geo=HU&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:population:2024","hungary","population","2024","annual","2024","9580000","人","正式数据","eurostat","Eurostat demo_pjan / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2024&geo=HU&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:gdp_current_eur:2025","hungary","gdp_current_eur","2025","annual","2025","218833.9","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=HU&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:gdp_per_capita_eur:2025","hungary","gdp_per_capita_eur","2025","annual","2025","22940","欧元","正式数据","eurostat","Eurostat nama_10_pc / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2025&geo=HU&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:real_gdp_growth:2025","hungary","real_gdp_growth","2025","annual","2025","0.5","%","正式数据","eurostat","Eurostat nama_10_gdp / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=HU&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:hicp_inflation:2025","hungary","hicp_inflation","2025","annual","2025","4.4","%","正式数据","eurostat","Eurostat prc_hicp_aind / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=HU&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:unemployment_rate:2025","hungary","unemployment_rate","2025","annual","2025","4.4","%","正式数据","eurostat","Eurostat une_rt_a / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=HU&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:hungary:population:2025","hungary","population","2025","annual","2025","9540000","人","正式数据","eurostat","Eurostat demo_pjan / HCSO STADAT","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2025&geo=HU&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Hungarian Central Statistical Office"
"macro:romania:gdp_current_eur:2021","romania","gdp_current_eur","2021","annual","2021","240986.6","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / INSSE TEMPO Online","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=RO&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / INSSE"
